subject,augmentation,hcp_subset
1_S_5022,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5022,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5022,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5022,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5022,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5022,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5023,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5023,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5023,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5023,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5023,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5023,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5023,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5023,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5023,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5023,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5024,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5024,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5024,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5024,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5024,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5024,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5024,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5024,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5024,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5024,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5026,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5026,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5026,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5026,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5026,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5026,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5026,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5026,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5026,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5026,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5027,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5027,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5027,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5027,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5027,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5027,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5027,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5027,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5027,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5027,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5028,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5028,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5028,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5028,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5028,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5028,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5028,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5028,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5028,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5028,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5029,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5029,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5029,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5029,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5029,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5029,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5029,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5029,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5029,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5029,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5030,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5030,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5030,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5030,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5030,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5030,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5030,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5030,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5030,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5030,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5031,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5031,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5031,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5031,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5031,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5031,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5031,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5031,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5031,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5031,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5032,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5032,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5032,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5032,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5032,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5032,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5032,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5032,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5032,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5032,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5033,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5033,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5033,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5033,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5033,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5033,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5033,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5033,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5033,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5033,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5034,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5034,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5034,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5034,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5034,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5034,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5034,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5034,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5034,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5034,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5036,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5036,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5036,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5036,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5036,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5036,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5036,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5036,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5036,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5036,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5037,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5037,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5037,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5037,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5037,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5037,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5037,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5037,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5037,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5037,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5038,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5038,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5038,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5038,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5038,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5038,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5038,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5038,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5038,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5038,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5039,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5039,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5039,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5039,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5039,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5039,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5039,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5039,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5039,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5039,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5040,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5040,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5040,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5040,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5040,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5040,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5040,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5040,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5040,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5040,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5041,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5041,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5041,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5041,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5041,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5041,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5041,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5041,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5041,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5041,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5042,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5042,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5042,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5042,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5042,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5042,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5042,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5042,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5042,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5042,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5043,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5043,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5043,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5043,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5043,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5043,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5043,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5043,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5043,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5043,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5044,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5044,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5044,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5044,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5044,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5044,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5044,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5044,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5044,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5044,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5045,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5045,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5045,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5045,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5045,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5045,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5045,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5045,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5045,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5045,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5046,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5046,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5046,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5046,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5046,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5046,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5046,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5046,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5046,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
